ID_cliente,Baja,Genero,Ciudadano_Mayor,Pareja,Dependientes,Tiempo_contrato,Servicio_telefonia,Lineas_multiples,Servicio_internet,Seguridad_online,Respaldo_online,Proteccion_dispositivo,Soporte_tecnico,TV_streaming,Peliculas_streaming,Tipo_contrato,Facturacion_digital,Metodo_pago,Cargo_mensual,Total_gastado,Cuentas_Diarias
7563-BIUPC,Sí,Hombre,No,No,No,5,Sí,No,Fibra óptica,No,No,No,No,Sí,No,Mensual,Sí,Cheque electrónico,80.6,415.55,2.69
7564-GHCVB,No,Mujer,No,Sí,Sí,72,Sí,Sí,Fibra óptica,Sí,No,No,No,No,No,Dos años,No,Transferencia bancaria,79.05,5730.7,2.64
7566-DSRLQ,No,Mujer,No,Sí,No,72,Sí,Sí,Fibra óptica,No,Sí,Sí,Sí,Sí,Sí,Dos años,Sí,Cheque electrónico,110.15,7998.8,3.67
7567-ECMCM,No,Hombre,No,No,No,24,Sí,No,Fibra óptica,No,No,No,No,No,Sí,Mensual,Sí,Tarjeta de crédito,79.85,2001.0,2.66
7568-PODML,Sí,Hombre,No,No,No,1,No,Sin servicio telefónico,DSL,No,No,No,No,Sí,Sí,Mensual,Sí,Cheque postal,45.3,45.3,1.51
7569-NMZYQ,No,Mujer,No,Sí,Sí,72,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí,Dos años,Sí,Transferencia bancaria,118.75,8672.45,3.96
7570-WELNY,No,Mujer,No,Sí,No,68,Sí,Sí,Fibra óptica,Sí,Sí,No,No,No,No,Dos años,Sí,Transferencia bancaria,84.7,5711.05,2.82
7571-YXDAD,Sí,Mujer,No,No,No,2,Sí,Sí,Fibra óptica,No,No,No,No,No,No,Mensual,No,Tarjeta de crédito,74.9,147.15,2.5
7572-KPVKK,No,Hombre,No,No,Sí,62,Sí,Sí,Fibra óptica,No,No,Sí,Sí,Sí,Sí,Dos años,Sí,Cheque electrónico,104.05,6590.5,3.47
7576-ASEJU,No,Mujer,No,Sí,Sí,41,Sí,No,DSL,Sí,No,No,Sí,Sí,Sí,Un año,Sí,Tarjeta de crédito,74.7,3187.65,2.49
7576-JMYWV,No,Mujer,Yes,Sí,Sí,46,Sí,Sí,Fibra óptica,Sí,Sí,No,Sí,Sí,Sí,Mensual,Sí,Cheque electrónico,110.2,4972.1,3.67
7576-OYWBN,Sí,Hombre,Yes,No,No,3,Sí,Sí,Fibra óptica,No,No,No,No,No,No,Mensual,Sí,Cheque electrónico,76.05,231.8,2.53
7577-SWIFR,No,Hombre,No,No,No,1,Sí,No,Fibra óptica,No,No,No,No,Sí,Sí,Mensual,Sí,Cheque electrónico,89.25,89.25,2.98
7579-KKLOE,No,Hombre,No,Sí,Sí,71,Sí,Sí,DSL,Sí,Sí,Sí,Sí,Sí,Sí,Dos años,Sí,Cheque postal,91.25,6589.6,3.04
7579-OOPEC,Sí,Mujer,Yes,Sí,No,2,Sí,No,DSL,No,Sí,No,No,No,No,Mensual,No,Tarjeta de crédito,50.15,115.1,1.67
7580-UGXNC,Sí,Mujer,Yes,No,No,2,Sí,No,DSL,Sí,Sí,No,No,No,No,Mensual,No,Cheque postal,54.85,104.2,1.83
7581-EBBOU,No,Mujer,No,No,No,60,Sí,No,DSL,No,Sí,Sí,Sí,Sí,No,Un año,Sí,Tarjeta de crédito,70.15,4224.7,2.34
7586-ZATGZ,No,Hombre,No,No,No,40,Sí,Sí,Fibra óptica,No,No,No,No,Sí,No,Mensual,Sí,Cheque electrónico,84.9,3369.05,2.83
7587-AOVVU,No,Hombre,No,Sí,Sí,27,Sí,Sí,Fibra óptica,Sí,Sí,No,Sí,Sí,No,Mensual,No,Cheque electrónico,100.75,2793.55,3.36
7587-RZNME,Sí,Hombre,No,No,No,3,Sí,No,DSL,No,No,No,No,No,No,Mensual,Sí,Cheque electrónico,43.3,123.65,1.44
7590-VHVEG,No,Mujer,No,Sí,No,1,No,Sin servicio telefónico,DSL,No,Sí,No,No,No,No,Mensual,Sí,Cheque electrónico,29.85,29.85,1.0
7593-JNWRU,Sí,Hombre,No,Sí,Sí,6,Sí,No,DSL,No,No,No,No,No,No,Mensual,Sí,Transferencia bancaria,44.6,260.8,1.49
7593-XFKDI,Sí,Hombre,No,No,No,1,Sí,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque postal,46.3,46.3,1.54
7594-LZNWR,No,Hombre,Yes,No,No,34,Sí,No,Fibra óptica,No,No,No,No,No,No,Mensual,No,Tarjeta de crédito,69.15,2275.1,2.31
7594-RQHXR,Sí,Mujer,No,No,Sí,1,Sí,No,Fibra óptica,No,No,No,No,No,Sí,Mensual,Sí,Cheque electrónico,79.6,79.6,2.65
7595-EHCDL,No,Hombre,No,Sí,Sí,32,No,Sin servicio telefónico,DSL,No,No,Sí,No,Sí,Sí,Mensual,No,Tarjeta de crédito,50.6,1653.45,1.69
7595-EUIVN,Sí,Mujer,No,No,No,1,Sí,No,Fibra óptica,No,Sí,No,No,No,No,Mensual,No,Cheque electrónico,75.8,75.8,2.53
7596-IIWYC,No,Mujer,No,No,No,27,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Sí,Transferencia bancaria,20.25,538.2,0.68
7596-LDUXP,No,Mujer,No,No,No,12,Sí,No,Fibra óptica,Sí,No,No,No,Sí,No,Un año,Sí,Tarjeta de crédito,85.15,979.05,2.84
7596-ZYWBB,No,Mujer,No,No,No,65,Sí,No,DSL,Sí,Sí,No,Sí,No,No,Dos años,Sí,Cheque postal,59.6,3739.8,1.99
7598-UAASY,Sí,Hombre,No,Sí,No,2,Sí,No,Fibra óptica,No,No,Sí,No,No,No,Mensual,No,Cheque electrónico,76.4,151.8,2.55
7599-FKVXZ,Sí,Hombre,No,Sí,No,42,Sí,Sí,Fibra óptica,No,No,Sí,Sí,Sí,Sí,Mensual,Sí,Transferencia bancaria,106.15,4512.7,3.54
7599-NTMDP,No,Mujer,No,Sí,Sí,62,No,Sin servicio telefónico,DSL,Sí,Sí,No,Sí,Sí,No,Dos años,No,Transferencia bancaria,48.7,3008.55,1.62
7601-DHFWZ,No,Mujer,No,No,No,48,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Tarjeta de crédito,24.0,1183.05,0.8
7601-GNDYK,No,Hombre,No,Sí,Sí,35,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Cheque postal,19.6,686.95,0.65
7601-WFVZV,No,Hombre,No,No,No,1,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque postal,19.55,19.55,0.65
7602-DBTOU,No,Mujer,No,Sí,No,71,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Cheque postal,19.6,1416.5,0.65
7602-MVRMB,No,Mujer,No,Sí,Sí,72,Sí,Sí,Fibra óptica,Sí,No,Sí,Sí,Sí,Sí,Dos años,Sí,Transferencia bancaria,110.45,8058.85,3.68
7603-USHJS,Sí,Hombre,No,No,Sí,12,Sí,Sí,Fibra óptica,No,No,No,No,No,No,Mensual,Sí,Tarjeta de crédito,73.75,871.4,2.46
7605-BDWDC,No,Mujer,No,No,No,31,No,Sin servicio telefónico,DSL,Sí,Sí,No,Sí,No,Sí,Dos años,Sí,Transferencia bancaria,49.85,1520.1,1.66
7605-SNLQG,No,Mujer,No,Sí,No,45,Sí,No,DSL,No,No,Sí,No,No,No,Mensual,Sí,Tarjeta de crédito,50.25,2221.55,1.68
7606-BPHHN,No,Hombre,No,No,No,72,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Sí,Tarjeta de crédito,19.8,1468.75,0.66
7607-QKKTJ,No,Hombre,No,Sí,Sí,45,Sí,Sí,Fibra óptica,No,Sí,Sí,No,No,Sí,Un año,Sí,Tarjeta de crédito,95.0,4368.85,3.17
7608-RGIRO,No,Hombre,No,No,Sí,62,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Sí,Cheque postal,24.4,1413.0,0.81
7609-NRNCA,No,Mujer,No,No,No,17,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Cheque postal,19.55,280.85,0.65
7609-YBPXG,No,Hombre,No,No,No,54,Sí,Sí,DSL,Sí,No,Sí,Sí,Sí,Sí,Dos años,No,Transferencia bancaria,87.1,4735.2,2.9
7610-TVOPG,No,Hombre,No,No,No,15,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Sí,Cheque electrónico,26.35,378.6,0.88
7611-YKYTC,No,Hombre,No,Sí,Sí,22,Sí,No,Fibra óptica,Sí,No,No,No,No,No,Mensual,No,Transferencia bancaria,75.0,1573.95,2.5
7613-LLQFO,Sí,Hombre,No,No,No,12,Sí,Sí,Fibra óptica,No,No,No,No,Sí,No,Mensual,Sí,Cheque electrónico,84.45,1059.55,2.82
7614-QVWQL,Sí,Hombre,No,Sí,Sí,49,No,Sin servicio telefónico,DSL,No,Sí,No,No,Sí,Sí,Un año,Sí,Transferencia bancaria,51.8,2541.25,1.73
7615-ESMYF,Sí,Mujer,No,Sí,No,2,No,Sin servicio telefónico,DSL,No,No,No,No,Sí,Sí,Mensual,No,Cheque electrónico,44.6,97.1,1.49
7617-EYGLW,No,Hombre,No,No,No,1,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque electrónico,19.45,19.45,0.65
7619-ODSGN,Sí,Hombre,No,Sí,Sí,24,Sí,Sí,DSL,Sí,No,No,No,No,No,Mensual,No,Cheque electrónico,54.75,1338.15,1.82
7619-PLRLP,No,Mujer,No,Sí,No,53,Sí,Sí,DSL,Sí,Sí,Sí,No,No,Sí,Un año,No,Transferencia bancaria,74.1,3833.95,2.47
7621-VPNET,No,Mujer,No,Sí,No,42,Sí,Sí,Fibra óptica,No,No,Sí,Sí,No,No,Mensual,Sí,Tarjeta de crédito,85.9,3729.75,2.86
7622-FWGEW,No,Hombre,Yes,Sí,No,56,Sí,No,DSL,Sí,Sí,Sí,Sí,Sí,Sí,Dos años,Sí,Transferencia bancaria,85.65,4824.45,2.86
7622-NXQZR,No,Hombre,No,No,No,28,No,Sin servicio telefónico,DSL,No,No,No,Sí,No,No,Mensual,Sí,Tarjeta de crédito,30.1,810.85,1.0
7623-HKYRK,No,Hombre,No,No,Sí,6,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque postal,19.7,111.65,0.66
7623-TRNQN,Sí,Hombre,No,No,Sí,1,Sí,No,DSL,No,No,No,Sí,No,No,Mensual,Sí,Cheque postal,49.9,49.9,1.66
7625-XCQRH,Sí,Mujer,No,No,No,11,Sí,Sí,Fibra óptica,No,No,No,No,No,No,Mensual,Sí,Cheque electrónico,76.5,837.95,2.55
7627-JKIAZ,Sí,Mujer,No,Sí,No,37,Sí,Sí,Fibra óptica,No,No,Sí,No,No,No,Mensual,Sí,Tarjeta de crédito,78.95,2839.65,2.63
7629-WFGLW,No,Mujer,Yes,Sí,No,56,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,No,No,Un año,No,Cheque electrónico,95.65,5471.75,3.19
7629-WIXZF,No,Mujer,No,No,No,7,Sí,No,DSL,Sí,No,No,No,No,Sí,Un año,Sí,Cheque electrónico,59.1,369.25,1.97
7632-MNYOY,Sí,Hombre,Yes,No,No,66,Sí,Sí,Fibra óptica,No,Sí,Sí,Sí,Sí,Sí,Un año,No,Tarjeta de crédito,110.9,7432.05,3.7
7632-YUTXB,No,Mujer,No,Sí,Sí,25,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Cheque postal,20.05,520.1,0.67
7633-MVPUY,No,Hombre,No,Sí,No,57,Sí,No,DSL,Sí,Sí,No,Sí,No,No,Dos años,Sí,Cheque electrónico,59.75,3450.15,1.99
7634-HLQJR,No,Mujer,No,Sí,Sí,47,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Tarjeta de crédito,20.05,1016.7,0.67
7634-WSWDB,No,Mujer,No,No,Sí,8,No,Sin servicio telefónico,DSL,Sí,No,No,No,No,Sí,Mensual,Sí,Cheque electrónico,38.5,330.8,1.28
7636-OWBPG,No,Hombre,Yes,No,No,12,No,Sin servicio telefónico,DSL,No,Sí,No,No,No,No,Mensual,Sí,Tarjeta de crédito,29.35,381.2,0.98
7636-PEPNS,No,Mujer,No,Sí,Sí,58,Sí,No,DSL,No,No,No,No,No,No,Un año,Sí,Cheque postal,44.1,2413.05,1.47
7636-XUHWW,No,Hombre,No,No,No,2,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Sí,Tarjeta de crédito,19.9,33.7,0.66
7638-QVMVY,Sí,Mujer,No,No,No,7,Sí,No,Fibra óptica,No,No,No,No,Sí,No,Mensual,Sí,Cheque electrónico,79.0,522.95,2.63
7639-LIAYI,No,Hombre,No,No,No,52,Sí,Sí,DSL,Sí,No,No,Sí,Sí,Sí,Dos años,Sí,Tarjeta de crédito,79.75,4217.8,2.66
7639-OPLNG,No,Hombre,No,Sí,Sí,70,Sí,Sí,DSL,Sí,Sí,Sí,Sí,Sí,No,Dos años,Sí,Transferencia bancaria,79.25,5731.85,2.64
7639-SUPCW,Sí,Mujer,No,No,No,22,Sí,No,DSL,Sí,No,No,No,No,No,Mensual,Sí,Tarjeta de crédito,48.8,1054.6,1.63
7641-EUYET,Sí,Hombre,Yes,Sí,Sí,46,Sí,Sí,Fibra óptica,Sí,Sí,Sí,No,Sí,No,Mensual,Sí,Cheque electrónico,100.7,4541.2,3.36
7641-TQFHN,No,Hombre,No,No,Sí,39,Sí,Sí,Fibra óptica,No,No,No,Sí,Sí,Sí,Dos años,No,Cheque postal,100.55,3895.35,3.35
7643-RCHXS,No,Mujer,No,Sí,Sí,63,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Cheque electrónico,19.35,1263.85,0.64
7644-OMVMY,No,Hombre,No,Sí,Sí,0,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Cheque postal,19.85,0.0,0.66
7647-GYYKX,No,Mujer,No,Sí,Sí,54,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Sí,Transferencia bancaria,20.35,1092.35,0.68
7649-PHJVR,No,Hombre,No,No,No,11,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Cheque postal,19.5,226.8,0.65
7649-SIJJF,No,Hombre,No,Sí,No,71,Sí,Sí,DSL,Sí,Sí,Sí,Sí,No,Sí,Dos años,Sí,Cheque postal,80.1,5585.4,2.67
7654-YWJUF,No,Hombre,No,Sí,No,43,Sí,No,Fibra óptica,Sí,No,Sí,Sí,No,No,Un año,Sí,Transferencia bancaria,84.25,3539.25,2.81
7657-DYEPJ,Sí,Hombre,Yes,No,No,38,Sí,No,DSL,No,Sí,Sí,Sí,Sí,No,Un año,Sí,Tarjeta de crédito,70.15,2497.35,2.34
7658-UYUQS,No,Hombre,Yes,Sí,No,21,Sí,No,Fibra óptica,No,No,Sí,No,Sí,No,Mensual,No,Transferencia bancaria,86.55,1857.25,2.88
7660-HDPJV,Sí,Mujer,No,No,No,1,Sí,No,Fibra óptica,No,No,No,No,No,No,Mensual,Sí,Cheque electrónico,69.2,69.2,2.31
7661-CPURM,No,Hombre,No,No,No,19,Sí,No,Fibra óptica,No,No,No,Sí,No,Sí,Un año,Sí,Tarjeta de crédito,87.7,1725.95,2.92
7663-CUXZB,No,Hombre,No,Sí,No,59,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí,Dos años,No,Cheque electrónico,113.75,6561.25,3.79
7663-RGWBC,Sí,Hombre,No,No,No,1,Sí,No,DSL,No,No,No,No,No,No,Mensual,Sí,Cheque postal,44.15,44.15,1.47
7663-YJHSN,No,Mujer,No,Sí,No,72,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,Sí,No,Dos años,Sí,Transferencia bancaria,103.95,7556.9,3.47
7663-ZTEGJ,No,Hombre,No,No,Sí,29,Sí,Sí,Fibra óptica,No,Sí,Sí,Sí,No,Sí,Un año,No,Tarjeta de crédito,100.55,2830.45,3.35
7665-NKLAV,No,Mujer,No,Sí,Sí,36,No,Sin servicio telefónico,DSL,Sí,No,Sí,Sí,No,No,Dos años,No,Tarjeta de crédito,40.65,1547.35,1.36
7665-TOALD,Sí,Mujer,No,No,No,1,Sí,No,Fibra óptica,No,No,No,No,No,No,Mensual,Sí,Cheque electrónico,69.6,69.6,2.32
7665-VIGUD,No,Hombre,No,No,No,10,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Cheque postal,20.35,176.3,0.68
7666-WKRON,Sí,Mujer,No,No,No,39,Sí,No,Fibra óptica,No,No,Sí,Sí,No,No,Dos años,Sí,Cheque electrónico,80.45,3201.55,2.68
7668-XCFYV,No,Mujer,Yes,Sí,No,17,Sí,Sí,Fibra óptica,No,No,No,No,Sí,Sí,Mensual,Sí,Cheque electrónico,92.55,1614.7,3.08
7669-LCRSD,No,Hombre,No,Sí,Sí,12,Sí,No,DSL,No,No,No,No,Sí,No,Mensual,Sí,Cheque postal,56.3,628.65,1.88
7670-ZBPOQ,No,Mujer,No,Sí,No,58,Sí,Sí,DSL,Sí,No,No,Sí,No,No,Un año,Sí,Transferencia bancaria,61.05,3478.75,2.03
7672-VFMXZ,No,Hombre,No,Sí,No,57,Sí,No,DSL,Sí,No,No,Sí,No,No,Mensual,No,Cheque electrónico,55.7,3171.6,1.86
7673-BQGKU,No,Mujer,No,Sí,Sí,69,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Transferencia bancaria,20.15,1337.5,0.67
7673-LPRNY,No,Mujer,No,No,No,23,Sí,Sí,DSL,Sí,No,Sí,No,Sí,Sí,Un año,Sí,Cheque electrónico,78.55,1843.05,2.62
7674-YTAFD,No,Mujer,No,No,No,33,Sí,No,Fibra óptica,No,Sí,No,Sí,No,No,Un año,Sí,Transferencia bancaria,79.95,2684.85,2.66
7675-OZCZG,Sí,Mujer,Yes,No,No,3,Sí,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque electrónico,45.0,127.1,1.5
7677-SJJJK,No,Hombre,No,Sí,Sí,8,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Tarjeta de crédito,19.9,153.95,0.66
7682-AZNDK,No,Hombre,No,Sí,Sí,34,Sí,No,Fibra óptica,No,Sí,Sí,No,Sí,No,Mensual,Sí,Cheque electrónico,89.85,3091.75,2.99
7683-CBDKJ,Sí,Hombre,No,Sí,Sí,14,Sí,No,DSL,Sí,Sí,No,No,Sí,No,Mensual,Sí,Cheque electrónico,65.45,937.6,2.18
7684-XSZIY,No,Hombre,No,Sí,Sí,72,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Transferencia bancaria,24.3,1643.25,0.81
7688-AWMDX,No,Hombre,No,Sí,No,71,Sí,No,DSL,Sí,No,No,Sí,No,No,Dos años,No,Transferencia bancaria,54.5,3778.2,1.82
7690-KPNCU,No,Hombre,No,Sí,Sí,64,Sí,No,DSL,Sí,No,Sí,No,Sí,Sí,Un año,Sí,Tarjeta de crédito,73.05,4688.65,2.44
7691-KGKGP,No,Hombre,No,Sí,Sí,53,Sí,No,DSL,No,Sí,No,Sí,Sí,No,Mensual,No,Tarjeta de crédito,65.0,3363.8,2.17
7691-XVTZH,No,Mujer,No,Sí,No,68,Sí,Sí,Fibra óptica,No,No,Sí,No,Sí,No,Dos años,Sí,Transferencia bancaria,89.95,5974.3,3.0
7693-LCKZL,Sí,Hombre,No,Sí,Sí,5,Sí,Sí,Fibra óptica,No,Sí,No,No,No,No,Mensual,Sí,Cheque electrónico,80.15,385.0,2.67
7693-QPEFS,No,Hombre,Yes,No,No,52,Sí,Sí,Fibra óptica,No,No,No,No,No,No,Mensual,Sí,Transferencia bancaria,72.95,3829.75,2.43
7694-VLBWQ,Sí,Hombre,No,Sí,No,67,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,Sí,Un año,No,Cheque electrónico,104.1,7040.85,3.47
7695-PKLCZ,No,Mujer,No,No,No,68,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Tarjeta de crédito,20.5,1424.9,0.68
7696-AMHOD,No,Mujer,No,Sí,Sí,49,Sí,No,DSL,No,Sí,Sí,No,Sí,Sí,Un año,No,Tarjeta de crédito,78.0,3824.2,2.6
7696-CFTAT,No,Hombre,No,Sí,Sí,37,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Transferencia bancaria,19.8,726.1,0.66
7698-YFGEZ,No,Hombre,No,No,No,1,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque postal,20.0,20.0,0.67
7703-ZEKEF,Sí,Hombre,No,No,No,23,Sí,Sí,Fibra óptica,No,No,Sí,No,No,No,Mensual,Sí,Cheque electrónico,81.0,1917.1,2.7
7706-DZNKK,No,Hombre,No,No,No,11,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Sí,Tarjeta de crédito,20.45,237.3,0.68
7706-YLMQA,No,Mujer,No,No,No,70,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Transferencia bancaria,19.7,1341.5,0.66
7707-PYBBH,No,Hombre,No,No,No,40,Sí,No,DSL,Sí,Sí,No,Sí,No,No,Mensual,Sí,Cheque postal,61.9,2647.1,2.06
7710-JSYOA,No,Mujer,No,Sí,Sí,69,Sí,Sí,Fibra óptica,No,Sí,No,Sí,No,Sí,Dos años,Sí,Transferencia bancaria,93.3,6398.05,3.11
7711-GQBZC,No,Mujer,No,Sí,Sí,71,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Transferencia bancaria,24.7,1810.55,0.82
7711-YIJWC,No,Hombre,No,Sí,Sí,61,Sí,No,DSL,Sí,Sí,Sí,Sí,Sí,Sí,Un año,No,Transferencia bancaria,84.9,5264.5,2.83
7714-YXSMB,No,Mujer,No,No,No,26,Sí,Sí,Fibra óptica,No,No,Sí,No,Sí,Sí,Mensual,Sí,Transferencia bancaria,100.5,2599.95,3.35
7716-YTYHG,Sí,Mujer,No,Sí,Sí,48,Sí,Sí,Fibra óptica,No,No,No,No,No,Sí,Un año,Sí,Cheque postal,82.05,4029.95,2.74
7717-BICXI,No,Hombre,No,Sí,Sí,60,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Cheque postal,20.55,1205.05,0.68
7718-RXDGG,No,Hombre,No,Sí,No,15,Sí,No,Fibra óptica,No,No,No,No,No,No,Mensual,Sí,Transferencia bancaria,68.6,1108.6,2.29
7718-UPSKJ,No,Mujer,No,Sí,No,69,Sí,No,Fibra óptica,Sí,Sí,No,Sí,Sí,Sí,Un año,Sí,Tarjeta de crédito,106.4,7251.9,3.55
7721-DVEKZ,No,Mujer,No,No,No,1,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque postal,19.65,19.65,0.65
7721-JXEAW,Sí,Hombre,No,Sí,No,59,No,Sin servicio telefónico,DSL,No,Sí,No,No,No,Sí,Mensual,Sí,Transferencia bancaria,41.05,2452.7,1.37
7722-CVFXN,No,Hombre,No,Sí,Sí,54,Sí,Sí,Fibra óptica,No,Sí,No,Sí,Sí,Sí,Un año,Sí,Cheque electrónico,105.2,5637.85,3.51
7722-VJRQD,No,Hombre,No,Sí,Sí,72,No,Sin servicio telefónico,DSL,Sí,No,Sí,Sí,Sí,Sí,Dos años,No,Transferencia bancaria,60.95,4549.05,2.03
7727-SHVZV,No,Mujer,No,No,No,9,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Transferencia bancaria,19.5,150.35,0.65
7729-JTEEC,No,Hombre,No,Sí,Sí,2,Sí,No,DSL,No,No,No,No,No,No,Mensual,Sí,Cheque electrónico,44.5,90.05,1.48
7729-XBTWX,No,Hombre,No,Sí,Sí,66,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Sí,Cheque postal,19.75,1344.5,0.66
7730-CLDSV,No,Mujer,No,Sí,Sí,72,Sí,Sí,Fibra óptica,No,Sí,Sí,Sí,No,Sí,Dos años,Sí,Transferencia bancaria,98.65,7129.45,3.29
7730-IUTDZ,Sí,Hombre,No,No,No,43,Sí,No,Fibra óptica,Sí,No,No,No,No,No,Mensual,Sí,Cheque electrónico,75.2,3198.6,2.51
7733-UDMTP,No,Mujer,Yes,No,No,57,No,Sin servicio telefónico,DSL,No,Sí,Sí,No,Sí,Sí,Mensual,Sí,Cheque electrónico,55.0,3094.05,1.83
7734-DBOAI,Sí,Mujer,No,Sí,Sí,1,No,Sin servicio telefónico,DSL,No,No,No,Sí,Sí,No,Mensual,No,Cheque electrónico,40.1,40.1,1.34
7739-LAXOG,Sí,Mujer,No,Sí,Sí,32,Sí,Sí,Fibra óptica,No,No,Sí,No,No,Sí,Mensual,Sí,Transferencia bancaria,91.05,2954.5,3.03
7740-BTPUX,No,Hombre,Yes,Sí,No,55,Sí,Sí,Fibra óptica,No,Sí,Sí,Sí,Sí,Sí,Dos años,Sí,Cheque electrónico,113.6,6292.7,3.79
7740-KKCXF,No,Hombre,No,Sí,No,51,No,Sin servicio telefónico,DSL,No,Sí,No,No,No,No,Mensual,Sí,Tarjeta de crédito,30.05,1529.45,1.0
